Timestamp;Humidity;Temperature
2025-03-17 11:07:22;76.43966675;27.94933319
2025-03-17 11:07:34;77.16369629;28.46775055
2025-03-17 11:07:42;59.28754807;28.56998444
2025-03-17 11:07:54;52.72502899;28.5161972
2025-03-17 11:08:06;49.51305389;28.32260132
2025-03-17 11:08:18;48.82831573;28.18145752
2025-03-17 11:08:26;81.99491882;28.62071991
2025-03-17 11:08:38;89.18857574;29.95586395
2025-03-17 11:08:46;90.24581909;31.31599426
2025-03-17 11:08:58;61.73725128;31.66046143
2025-03-17 11:09:10;49.55759048;31.46686554
2025-03-17 11:09:18;45.06549835;31.04248047
2025-03-17 11:09:30;44.41394806;30.57975769
2025-03-17 11:09:38;44.84510422;30.15880585
2025-03-17 11:09:50;44.87428665;29.80098724
2025-03-17 11:09:58;45.03259659;29.47692871
2025-03-17 11:10:10;45.32585144;29.22172546
2025-03-17 11:10:18;45.96910477;28.99570465
2025-03-17 11:10:30;45.82910538;28.74851227
2025-03-17 11:10:38;46.65880203;28.53622437
2025-03-17 11:10:50;46.0568428;28.29933167
2025-03-17 11:10:58;46.17109299;28.10020447
2025-03-17 11:11:10;46.55008316;27.91023254
2025-03-17 11:11:18;46.65765762;27.74391174
2025-03-17 11:11:30;46.97113037;27.55756378
2025-03-17 11:11:38;47.76353836;27.435112
2025-03-17 11:11:50;48.17314148;27.30064392
2025-03-17 11:11:58;47.62268066;27.1982193
2025-03-17 11:12:10;48.52304459;27.11277008
2025-03-17 11:12:18;48.69260788;27.04906464
2025-03-17 11:12:30;49.42092896;26.98307037
2025-03-17 11:12:38;49.90568161;26.92298889
2025-03-17 11:12:50;47.92108536;26.86443329
2025-03-17 11:12:58;49.45449829;26.81407928
2025-03-17 11:13:10;48.36549759;26.76334381
2025-03-17 11:13:22;48.54974747;26.69487
2025-03-17 11:13:30;49.63312149;26.65920258
2025-03-17 11:13:42;48.61764908;26.61876678
2025-03-17 11:13:50;49.21569824;26.59130096
2025-03-17 11:14:02;48.61364365;26.52778625
2025-03-17 11:14:10;48.20051193;26.47514343
2025-03-17 11:14:22;48.5499382;26.44042969
2025-03-17 11:14:30;48.48012924;26.37615204
2025-03-17 11:14:42;48.71273041;26.32274628
2025-03-17 11:14:50;48.80638123;26.27887726
2025-03-17 11:15:02;48.70128632;26.27773285
2025-03-17 11:15:10;47.96695709;26.26190186
2025-03-17 11:15:22;48.53277206;26.23901367
2025-03-17 11:15:30;48.74658585;26.212883
2025-03-17 11:15:42;48.65398407;26.17912292
2025-03-17 11:15:50;49.09276962;26.15261078
2025-03-17 11:16:02;48.32315445;26.11255646
2025-03-17 11:16:10;48.51341248;26.10607147
2025-03-17 11:16:22;48.71959686;26.07574463
2025-03-17 11:16:30;49.98121262;26.06372833
